OrderDetailsID,OrderID,ProductID,Discount,Quantity
OD004440,US-2014-147704,OFF-EN-10004483,0.0,5
OD004441,US-2014-147704,OFF-PA-10003270,0.0,6
OD004442,US-2014-147704,OFF-BI-10001634,0.0,4
OD004443,US-2014-147704,OFF-ST-10000675,0.0,5
OD004444,CA-2015-121965,FUR-FU-10000732,0.0,2
OD004445,CA-2015-121965,OFF-PA-10004355,0.0,1
OD004446,CA-2015-121965,OFF-EN-10000056,0.0,3
OD004447,CA-2016-147137,FUR-FU-10000221,0.0,5
OD004448,CA-2016-147137,OFF-EN-10003567,0.0,2
OD004449,CA-2016-147137,FUR-BO-10001811,0.15,5
OD004450,CA-2016-147137,OFF-ST-10002486,0.0,4
OD004451,US-2015-146745,FUR-CH-10002372,0.2,2
OD004452,US-2015-146745,OFF-BI-10003274,0.2,2
OD004453,CA-2017-115175,OFF-PA-10001878,0.0,5
OD004454,CA-2017-105851,OFF-SU-10002881,0.2,2
OD004455,US-2017-125717,FUR-FU-10001979,0.2,1
OD004456,US-2017-125717,OFF-ST-10001522,0.2,2
OD004457,US-2017-125717,TEC-AC-10003657,0.2,2
OD004458,US-2017-125717,OFF-BI-10001718,0.7,4
OD004459,US-2017-125717,OFF-PA-10003022,0.2,3
OD004460,US-2017-125717,OFF-AP-10000891,0.2,2
OD004461,CA-2015-163895,OFF-BI-10004970,0.2,1
OD004462,CA-2017-168641,OFF-AR-10003759,0.0,9
OD004463,CA-2017-168641,OFF-EN-10003001,0.0,2
OD004464,CA-2017-168641,FUR-BO-10000780,0.2,2
OD004465,CA-2017-168641,OFF-PA-10001972,0.0,2
OD004466,CA-2017-156895,FUR-CH-10003535,0.3,3
OD004467,CA-2017-121300,FUR-CH-10003774,0.3,1
OD004468,CA-2017-121300,TEC-AC-10004571,0.2,3
OD004469,CA-2017-121300,FUR-TA-10004442,0.4,2
OD004470,CA-2017-121300,OFF-PA-10002787,0.2,3
OD004471,CA-2017-121300,FUR-FU-10004586,0.2,4
OD004472,CA-2017-121300,OFF-PA-10002606,0.2,2
OD004473,CA-2017-130211,OFF-ST-10000129,0.0,3
OD004474,CA-2017-130211,FUR-TA-10003748,0.0,2
OD004475,CA-2014-147235,OFF-PA-10004948,0.0,5
OD004476,CA-2016-109365,OFF-FA-10001561,0.0,7
OD004477,CA-2016-109365,OFF-AP-10002998,0.0,2
OD004478,CA-2016-109365,OFF-BI-10003981,0.2,12
OD004479,CA-2016-109365,OFF-PA-10001725,0.0,3
OD004480,CA-2016-109365,OFF-BI-10002071,0.2,2
OD004481,CA-2016-109365,OFF-PA-10000477,0.0,3
OD004482,CA-2016-109365,OFF-PA-10004359,0.0,3
OD004483,CA-2015-162621,OFF-BI-10000962,0.8,5
OD004484,CA-2015-162621,OFF-SU-10003567,0.2,9
OD004485,CA-2015-162621,OFF-BI-10003708,0.8,3
OD004486,CA-2017-105921,FUR-TA-10001095,0.2,3
OD004487,CA-2014-150798,TEC-CO-10001571,0.4,2
OD004488,CA-2014-150798,FUR-FU-10000221,0.2,2
OD004489,CA-2014-150798,OFF-PA-10001972,0.2,7
OD004490,CA-2014-150798,FUR-CH-10000015,0.3,6
OD004491,CA-2017-112753,FUR-BO-10004015,0.15,9
OD004492,CA-2017-112753,OFF-PA-10002036,0.0,6
OD004493,CA-2017-155075,OFF-BI-10003650,0.7,4
OD004494,CA-2014-103401,OFF-PA-10003309,0.0,2
OD004495,CA-2016-124814,OFF-PA-10002787,0.0,2
OD004496,CA-2016-124814,OFF-BI-10000174,0.2,5
OD004497,CA-2014-116757,OFF-PA-10002005,0.2,5
OD004498,CA-2014-116757,OFF-FA-10002815,0.2,6
OD004499,US-2014-138247,TEC-PH-10000213,0.2,7
OD004500,US-2014-138247,OFF-AP-10000828,0.0,2
OD004501,US-2014-138247,TEC-AC-10004708,0.0,3
OD004502,US-2014-138247,TEC-PH-10001530,0.2,3
OD004503,US-2014-138247,OFF-ST-10002301,0.0,1
OD004504,US-2014-138247,FUR-FU-10002554,0.0,1
OD004505,CA-2017-167003,FUR-TA-10001520,0.2,3
OD004506,CA-2016-119935,FUR-FU-10001085,0.0,2
OD004507,CA-2016-119935,OFF-BI-10001597,0.0,2
OD004508,CA-2016-118969,OFF-BI-10002429,0.7,6
OD004509,CA-2016-145240,OFF-ST-10001590,0.2,1
OD004510,CA-2016-120873,FUR-CH-10000847,0.0,1
OD004511,US-2017-111920,OFF-AR-10003179,0.0,4
OD004512,US-2016-128678,OFF-PA-10000807,0.0,5
OD004513,US-2016-128678,OFF-BI-10002103,0.2,7
OD004514,CA-2016-101385,OFF-AR-10004441,0.0,4
OD004515,CA-2017-107167,OFF-ST-10003805,0.2,8
OD004516,CA-2014-109491,TEC-AC-10001284,0.0,3
OD004517,CA-2014-109491,FUR-FU-10000221,0.0,4
OD004518,CA-2017-105445,OFF-FA-10001229,0.2,3
OD004519,CA-2014-107454,OFF-LA-10001569,0.0,7
OD004520,CA-2014-107454,FUR-FU-10004018,0.0,6
OD004521,US-2017-105046,TEC-PH-10004536,0.0,2
OD004522,US-2017-105046,OFF-PA-10004353,0.0,5
OD004523,US-2017-105046,FUR-FU-10004848,0.0,4
OD004524,CA-2017-152856,TEC-AC-10004864,0.2,4
OD004525,CA-2016-134691,OFF-BI-10002393,0.8,2
OD004526,CA-2016-118759,FUR-CH-10002335,0.1,2
OD004527,CA-2016-118759,OFF-ST-10001590,0.0,3
OD004528,CA-2014-140403,FUR-CH-10002774,0.2,3
OD004529,CA-2014-140403,OFF-EN-10001219,0.0,2
OD004530,CA-2015-163104,OFF-PA-10001947,0.0,2
OD004531,CA-2017-138464,FUR-FU-10003142,0.0,3
OD004532,CA-2017-138464,OFF-BI-10001543,0.2,3
OD004533,CA-2017-138464,OFF-AR-10003560,0.0,3
OD004534,CA-2017-138464,OFF-AR-10004757,0.0,4
OD004535,CA-2015-104129,TEC-PH-10003800,0.0,2
OD004536,CA-2015-104129,FUR-TA-10004152,0.3,7
OD004537,US-2017-132206,OFF-BI-10000756,0.8,7
OD004538,CA-2017-113474,OFF-EN-10004206,0.0,2
OD004539,CA-2015-126557,FUR-CH-10004477,0.3,9
OD004540,CA-2015-126557,TEC-PH-10003505,0.2,2
OD004541,CA-2015-126557,TEC-PH-10000526,0.2,7
OD004542,CA-2015-126557,OFF-BI-10003314,0.8,2
OD004543,CA-2015-126557,OFF-AR-10003190,0.2,3
OD004544,CA-2015-126557,FUR-FU-10001861,0.6,1
OD004545,CA-2015-126557,TEC-PH-10003963,0.2,4
OD004546,US-2017-107636,OFF-LA-10003388,0.0,2
OD004547,US-2014-165862,FUR-TA-10002855,0.2,3
OD004548,US-2014-106334,FUR-CH-10004886,0.2,3
OD004549,US-2014-106334,OFF-PA-10003657,0.0,3
OD004550,CA-2016-101448,OFF-BI-10004738,0.0,3
OD004551,CA-2015-130218,OFF-FA-10003112,0.0,4
OD004552,CA-2015-130218,OFF-ST-10002486,0.0,4
OD004553,US-2017-117331,OFF-BI-10003984,0.7,1
OD004554,CA-2014-127383,OFF-EN-10004773,0.2,2
OD004555,CA-2014-110219,FUR-CH-10001146,0.3,3
OD004556,CA-2015-118871,OFF-EN-10003296,0.0,3
OD004557,CA-2015-118871,TEC-PH-10000193,0.2,3
OD004558,CA-2015-118871,FUR-FU-10002111,0.0,5
OD004559,CA-2017-129490,FUR-CH-10003298,0.2,4
OD004560,CA-2014-101175,OFF-ST-10004950,0.2,6
OD004561,US-2017-149510,OFF-AP-10002350,0.2,3
OD004562,US-2017-149510,OFF-BI-10004233,0.7,6
OD004563,US-2017-149510,OFF-PA-10001892,0.2,4
OD004564,CA-2015-111990,OFF-BI-10003291,0.8,6
OD004565,CA-2014-169460,FUR-FU-10004017,0.0,3
OD004566,US-2015-152128,OFF-AR-10002445,0.0,3
OD004567,US-2015-152128,OFF-BI-10001718,0.0,2
OD004568,CA-2017-126662,TEC-CO-10004202,0.2,2
OD004569,CA-2016-139395,TEC-PH-10002103,0.0,7
OD004570,CA-2016-139395,FUR-FU-10003724,0.0,4
OD004571,CA-2016-139395,OFF-AR-10003732,0.0,5
OD004572,CA-2016-139395,OFF-ST-10000885,0.0,2
OD004573,US-2014-121734,OFF-BI-10004817,0.2,1
OD004574,CA-2015-110947,OFF-BI-10001670,0.0,3
OD004575,US-2014-150126,OFF-PA-10002709,0.0,11
OD004576,CA-2015-164427,TEC-AC-10004469,0.0,6
OD004577,CA-2016-120250,FUR-FU-10003424,0.2,3
OD004578,CA-2016-121993,OFF-LA-10003720,0.2,8
OD004579,US-2016-100405,OFF-AR-10000390,0.0,2
OD004580,US-2017-163790,OFF-EN-10001335,0.0,7
OD004581,US-2017-163790,OFF-AR-10003469,0.0,5
OD004582,US-2017-163790,OFF-BI-10003718,0.2,6
OD004583,US-2017-163790,OFF-FA-10004838,0.0,3
OD004584,US-2017-163790,FUR-FU-10002508,0.0,3
OD004585,US-2017-163790,OFF-ST-10001511,0.0,7
OD004586,CA-2016-129868,OFF-SU-10000952,0.0,2
OD004587,CA-2016-129868,TEC-PH-10002275,0.2,2
OD004588,CA-2016-129868,FUR-CH-10003535,0.2,3
OD004589,CA-2016-129868,OFF-AP-10004052,0.0,2
OD004590,CA-2016-129868,FUR-TA-10003473,0.2,3
OD004591,CA-2016-129868,OFF-AR-10001897,0.0,3
OD004592,CA-2016-140564,OFF-AR-10000034,0.0,8
OD004593,US-2017-169502,OFF-SU-10004115,0.0,3
OD004594,US-2017-169502,OFF-AP-10001947,0.0,5
OD004595,CA-2015-146948,FUR-CH-10004853,0.0,1
OD004596,CA-2015-146948,OFF-EN-10000483,0.0,9
OD004597,CA-2015-146948,OFF-FA-10001332,0.0,4
OD004598,US-2015-113327,OFF-PA-10003790,0.2,1
OD004599,US-2015-113327,OFF-PA-10003134,0.2,4
OD004600,US-2015-113327,OFF-EN-10004459,0.2,2
OD004601,US-2015-113327,TEC-AC-10003628,0.2,7
OD004602,CA-2015-135020,TEC-PH-10004093,0.0,1
OD004603,CA-2015-135020,OFF-ST-10001490,0.0,3
OD004604,CA-2015-135020,OFF-BI-10000605,0.2,2
OD004605,CA-2015-135020,OFF-PA-10004255,0.0,7
OD004606,US-2017-141852,FUR-FU-10000023,0.0,8
OD004607,CA-2016-109407,OFF-BI-10000285,0.0,4
OD004608,US-2017-165953,OFF-AR-10000588,0.2,3
OD004609,US-2017-165953,OFF-PA-10002250,0.2,5
OD004610,CA-2016-144540,OFF-AP-10002457,0.8,3
OD004611,CA-2016-144540,OFF-FA-10002763,0.2,9
OD004612,CA-2015-159863,TEC-AC-10000109,0.2,3
OD004613,CA-2015-117800,TEC-PH-10002415,0.0,2
OD004614,CA-2015-117800,FUR-CH-10000785,0.0,3
OD004615,CA-2017-145219,TEC-CO-10001449,0.2,6
OD004616,CA-2017-145219,OFF-BI-10001670,0.2,3
OD004617,CA-2015-161214,OFF-ST-10001328,0.0,5
OD004618,CA-2017-147228,OFF-SU-10001225,0.2,3
OD004619,CA-2017-147228,OFF-PA-10000357,0.2,4
OD004620,CA-2017-147228,OFF-ST-10000046,0.2,2
OD004621,CA-2017-147228,FUR-FU-10000023,0.2,3
OD004622,CA-2016-101336,OFF-ST-10003455,0.0,5
OD004623,CA-2016-101336,OFF-ST-10000876,0.0,2
OD004624,CA-2016-101336,OFF-AR-10003582,0.0,5
OD004625,CA-2016-101336,OFF-ST-10004258,0.0,3
OD004626,US-2015-126235,FUR-FU-10000719,0.0,2
OD004627,CA-2017-168396,OFF-LA-10001297,0.0,5
OD004628,CA-2017-168396,FUR-FU-10000723,0.0,3
OD004629,CA-2015-130456,FUR-BO-10003893,0.15,6
OD004630,CA-2015-130456,OFF-ST-10000736,0.0,1
OD004631,CA-2017-116288,OFF-ST-10000736,0.0,3
OD004632,CA-2017-168228,OFF-AR-10003373,0.0,4
OD004633,CA-2017-168228,OFF-AR-10000390,0.0,3
OD004634,CA-2017-168228,OFF-AR-10001725,0.0,2
OD004635,CA-2016-102162,TEC-CO-10001943,0.0,8
OD004636,CA-2016-102162,OFF-EN-10002312,0.0,1
OD004637,CA-2017-130141,OFF-BI-10000831,0.7,4
OD004638,CA-2017-130141,FUR-CH-10000749,0.2,4
OD004639,CA-2015-147501,OFF-BI-10002003,0.2,2
OD004640,CA-2015-147501,TEC-MA-10001972,0.2,2
OD004641,CA-2016-143910,FUR-CH-10000225,0.1,2
OD004642,CA-2014-146885,OFF-PA-10001622,0.0,3
OD004643,CA-2016-139556,FUR-CH-10004983,0.1,3
OD004644,CA-2017-129357,OFF-PA-10003228,0.0,9
OD004645,CA-2017-129357,OFF-SU-10004498,0.0,5
OD004646,CA-2017-150987,OFF-PA-10001878,0.0,5
OD004647,CA-2017-150987,OFF-PA-10002923,0.0,4
OD004648,CA-2017-132647,OFF-PA-10001838,0.0,2
OD004649,CA-2017-132647,OFF-ST-10003123,0.0,5
OD004650,CA-2017-159107,OFF-FA-10001332,0.0,1
OD004651,CA-2014-160738,OFF-ST-10003442,0.2,2
OD004652,CA-2015-112130,OFF-AR-10001468,0.2,2
OD004653,CA-2015-112130,OFF-AP-10003266,0.2,2
OD004654,CA-2015-112130,OFF-PA-10002230,0.2,2
OD004655,CA-2015-112130,OFF-AP-10003622,0.2,7
OD004656,CA-2015-112130,TEC-AC-10001542,0.2,3
OD004657,CA-2015-112130,FUR-CH-10002965,0.3,6
OD004658,CA-2015-112130,OFF-ST-10000563,0.2,3
OD004659,CA-2016-111409,OFF-LA-10002787,0.2,1
OD004660,CA-2016-116232,OFF-BI-10004022,0.7,9
OD004661,CA-2016-116232,OFF-LA-10001158,0.2,2
OD004662,CA-2016-116547,FUR-FU-10000076,0.0,4
OD004663,CA-2016-116547,TEC-AC-10002335,0.0,2
OD004664,US-2017-133200,OFF-BI-10002827,0.8,10
OD004665,US-2017-133200,FUR-BO-10001601,0.32,7
OD004666,US-2017-133200,OFF-ST-10001932,0.2,5
OD004667,CA-2016-133550,OFF-AP-10001005,0.1,4
OD004668,CA-2016-133550,TEC-PH-10004042,0.0,4
OD004669,CA-2016-133550,TEC-PH-10001079,0.0,1
OD004670,CA-2016-133550,FUR-FU-10002918,0.0,3
OD004671,CA-2017-139416,FUR-FU-10003832,0.2,2
OD004672,CA-2014-114510,OFF-BI-10001617,0.2,4
OD004673,CA-2014-114510,OFF-ST-10000736,0.0,1
OD004674,CA-2014-114510,TEC-AC-10004877,0.0,12
OD004675,CA-2014-114510,OFF-ST-10003221,0.0,2
OD004676,CA-2014-114510,OFF-BI-10003007,0.2,2
OD004677,CA-2016-169215,OFF-FA-10000936,0.0,9
OD004678,CA-2016-127698,TEC-PH-10003811,0.2,9
OD004679,CA-2016-159912,FUR-TA-10004152,0.4,4
OD004680,CA-2016-159912,FUR-BO-10002853,0.5,4
OD004681,CA-2016-159912,OFF-BI-10002071,0.7,2
OD004682,CA-2016-159912,OFF-FA-10000053,0.2,7
OD004683,CA-2016-101987,TEC-PH-10001305,0.0,9
OD004684,US-2017-154851,OFF-BI-10001525,0.7,5
OD004685,CA-2014-138681,FUR-FU-10001876,0.2,2
OD004686,CA-2014-138681,TEC-AC-10003628,0.2,3
OD004687,CA-2014-138681,FUR-CH-10004860,0.2,3
OD004688,CA-2014-138681,OFF-PA-10000357,0.2,5
OD004689,CA-2014-138681,OFF-PA-10003270,0.2,2
OD004690,US-2015-138121,OFF-BI-10000320,0.0,4
OD004691,US-2015-138121,FUR-CH-10003846,0.0,3
OD004692,US-2015-138121,FUR-CH-10004875,0.0,2
OD004693,US-2015-138121,FUR-CH-10003817,0.0,9
OD004694,US-2015-138121,FUR-FU-10002116,0.0,3
OD004695,CA-2017-140298,OFF-AR-10003481,0.2,2
OD004696,CA-2017-140298,OFF-ST-10004180,0.2,2
OD004697,CA-2017-140298,OFF-PA-10003657,0.2,2
OD004698,CA-2017-140298,FUR-FU-10001967,0.6,1
OD004699,CA-2016-166240,OFF-AP-10002082,0.8,2
OD004700,CA-2016-158435,OFF-SU-10000381,0.0,7
OD004701,CA-2016-158435,OFF-LA-10002475,0.0,2
OD004702,CA-2016-158435,FUR-FU-10003975,0.0,4
OD004703,CA-2017-138149,OFF-BI-10003091,0.2,5
OD004704,CA-2017-138149,OFF-ST-10002974,0.0,3
OD004705,CA-2017-138149,OFF-AR-10000255,0.0,2
OD004706,CA-2017-138149,TEC-AC-10001284,0.0,3
OD004707,CA-2014-112403,OFF-BI-10003529,0.7,1
OD004708,CA-2014-108273,OFF-PA-10000029,0.2,7
OD004709,CA-2014-108273,FUR-FU-10002116,0.6,2
OD004710,CA-2017-121643,TEC-PH-10002200,0.2,2
OD004711,US-2015-122910,TEC-PH-10000441,0.2,2
OD004712,CA-2017-143126,FUR-TA-10002958,0.0,2
OD004713,CA-2015-129042,OFF-AR-10001662,0.0,3
OD004714,CA-2015-109736,OFF-PA-10004101,0.0,7
OD004715,CA-2015-142601,OFF-ST-10002756,0.0,7
OD004716,CA-2015-142601,OFF-PA-10000483,0.0,2
OD004717,CA-2014-106229,FUR-TA-10002041,0.5,3
OD004718,US-2017-135230,OFF-AR-10001166,0.0,1
OD004719,CA-2016-159653,OFF-LA-10004345,0.0,3
OD004720,CA-2016-131968,OFF-BI-10002852,0.7,2
OD004721,CA-2016-131968,OFF-AP-10001058,0.2,3
OD004722,CA-2014-119151,OFF-ST-10003470,0.0,4
OD004723,CA-2014-119151,FUR-BO-10003159,0.2,3
OD004724,CA-2014-123323,OFF-BI-10003684,0.2,7
OD004725,CA-2016-124681,TEC-AC-10000487,0.2,3
OD004726,US-2015-103996,OFF-PA-10001736,0.0,6
OD004727,US-2015-103996,OFF-PA-10001609,0.0,3
OD004728,US-2015-103996,TEC-AC-10003116,0.0,3
OD004729,US-2015-103996,FUR-FU-10004586,0.0,3
OD004730,CA-2016-120530,FUR-CH-10000454,0.1,3
OD004731,CA-2015-155054,OFF-BI-10004970,0.0,2
OD004732,CA-2015-155054,OFF-BI-10002824,0.0,2
OD004733,CA-2015-155054,TEC-AC-10003657,0.0,2
OD004734,CA-2015-105725,OFF-LA-10003510,0.0,2
OD004735,CA-2015-105725,FUR-TA-10001676,0.2,1
OD004736,CA-2017-164364,OFF-LA-10004853,0.0,2
OD004737,CA-2017-164364,OFF-AR-10000315,0.0,3
OD004738,CA-2017-164364,OFF-SU-10000381,0.0,3
OD004739,CA-2017-168123,OFF-FA-10002763,0.0,2
OD004740,CA-2017-168123,OFF-ST-10000877,0.0,4
OD004741,CA-2017-168123,OFF-BI-10001071,0.0,2
OD004742,CA-2017-168123,OFF-BI-10001097,0.0,3
OD004743,CA-2016-120005,OFF-SU-10004782,0.0,3
OD004744,CA-2016-120005,FUR-FU-10000672,0.0,3
OD004745,CA-2016-123526,OFF-PA-10002986,0.0,5
OD004746,CA-2016-127649,TEC-MA-10001972,0.2,3
OD004747,CA-2016-159989,TEC-PH-10000169,0.2,3
OD004748,CA-2017-103499,FUR-CH-10001482,0.2,2
OD004749,US-2015-167220,TEC-AC-10002018,0.2,4
OD004750,CA-2017-126354,OFF-BI-10000301,0.7,2
OD004751,CA-2017-126354,OFF-PA-10004381,0.2,3
OD004752,CA-2017-169817,OFF-BI-10004141,0.7,2
OD004753,US-2017-144582,OFF-BI-10001575,0.8,7
OD004754,CA-2014-121573,TEC-PH-10000984,0.0,4
OD004755,CA-2014-121573,OFF-BI-10000666,0.2,2
OD004756,CA-2014-121573,OFF-BI-10003712,0.2,2
OD004757,CA-2016-117660,OFF-LA-10003720,0.2,2
OD004758,CA-2016-117660,OFF-SU-10001664,0.2,2
OD004759,CA-2014-112851,OFF-EN-10001453,0.0,3
OD004760,CA-2017-123701,OFF-AR-10001860,0.0,4
OD004761,CA-2015-118227,OFF-AR-10001044,0.0,1
OD004762,CA-2015-123155,TEC-AC-10002473,0.2,5
OD004763,CA-2015-123155,TEC-PH-10001809,0.2,3
OD004764,CA-2017-158883,OFF-PA-10004733,0.2,4
OD004765,US-2016-114888,OFF-BI-10003355,0.2,3
OD004766,US-2016-114888,OFF-SU-10001212,0.0,3
OD004767,US-2014-167262,TEC-PH-10000486,0.2,8
OD004768,CA-2017-119746,FUR-FU-10004909,0.6,1
OD004769,CA-2017-119746,OFF-LA-10001613,0.2,5
OD004770,CA-2017-119746,TEC-PH-10004447,0.2,2
OD004771,CA-2017-108091,OFF-AR-10000255,0.0,4
OD004772,CA-2016-101630,OFF-LA-10004425,0.0,3
OD004773,CA-2016-101630,OFF-SU-10001664,0.0,3
OD004774,CA-2017-132346,OFF-AP-10000696,0.0,7
OD004775,CA-2014-150301,FUR-CH-10002647,0.1,1
OD004776,CA-2014-159310,FUR-CH-10002758,0.3,4
OD004777,CA-2014-159310,OFF-BI-10000201,0.8,3
OD004778,CA-2014-159310,OFF-SU-10004115,0.2,7
OD004779,US-2017-147984,OFF-PA-10000806,0.0,5
OD004780,CA-2015-104346,OFF-AR-10001473,0.2,5
OD004781,CA-2015-104346,FUR-BO-10003450,0.7,4
OD004782,CA-2015-104346,OFF-AR-10001545,0.2,3
OD004783,CA-2015-104346,TEC-AC-10004396,0.2,4
OD004784,CA-2015-104346,FUR-FU-10002456,0.2,9
OD004785,CA-2015-104346,FUR-FU-10001473,0.2,5
OD004786,CA-2015-104346,FUR-TA-10000849,0.5,5
OD004787,CA-2015-104346,OFF-PA-10001166,0.2,3
OD004788,CA-2015-104346,OFF-PA-10003256,0.2,3
OD004789,US-2015-141684,OFF-PA-10002870,0.0,4
OD004790,CA-2015-144722,FUR-FU-10001215,0.0,1
OD004791,CA-2015-120516,OFF-BI-10004187,0.0,3
OD004792,US-2016-148901,OFF-BI-10001718,0.7,3
OD004793,US-2016-148901,OFF-PA-10004983,0.2,6
OD004794,US-2016-148901,FUR-FU-10002396,0.2,3
OD004795,US-2016-148901,TEC-PH-10003988,0.2,5
OD004796,US-2016-148901,OFF-AR-10002467,0.2,2
OD004797,US-2016-148901,OFF-BI-10004002,0.7,2
OD004798,US-2016-148901,OFF-BI-10002309,0.7,8
OD004799,CA-2017-136364,TEC-PH-10003885,0.4,1
OD004800,CA-2017-136364,FUR-FU-10002501,0.2,9
OD004801,CA-2015-137708,OFF-PA-10000176,0.0,2
OD004802,CA-2015-137708,OFF-PA-10000327,0.0,10
OD004803,CA-2015-137708,OFF-ST-10004634,0.0,3
OD004804,CA-2014-149055,OFF-EN-10003040,0.2,3
OD004805,CA-2015-151589,OFF-PA-10003228,0.0,4
OD004806,CA-2015-151589,TEC-PH-10004345,0.0,2
OD004807,CA-2016-121370,FUR-CH-10000785,0.3,3
OD004808,CA-2016-121370,TEC-CO-10004115,0.4,4
OD004809,CA-2016-121370,FUR-FU-10002813,0.2,3
OD004810,CA-2016-111696,OFF-PA-10002751,0.0,3
OD004811,CA-2014-139598,OFF-PA-10004569,0.2,3
OD004812,CA-2014-139598,OFF-AP-10002998,0.2,2
OD004813,CA-2014-139598,OFF-AP-10003287,0.2,2
OD004814,CA-2014-139598,OFF-ST-10001370,0.2,4
OD004815,CA-2017-117436,OFF-BI-10004040,0.0,2
OD004816,CA-2015-140025,OFF-AP-10002651,0.8,8
OD004817,CA-2015-140025,TEC-AC-10002402,0.2,6
OD004818,CA-2016-134222,OFF-BI-10001658,0.7,6
OD004819,CA-2016-140018,TEC-MA-10000752,0.7,7
OD004820,CA-2016-140018,FUR-CH-10003817,0.3,3
OD004821,CA-2016-140018,FUR-FU-10001876,0.2,3
OD004822,US-2017-136707,OFF-BI-10003460,0.2,4
OD004823,CA-2014-152562,OFF-ST-10000464,0.0,2
OD004824,CA-2014-152562,OFF-AR-10001919,0.0,3
OD004825,CA-2016-152408,OFF-BI-10002393,0.2,3
OD004826,CA-2014-120278,OFF-AP-10001293,0.0,6
OD004827,CA-2014-120278,OFF-ST-10004258,0.0,3
OD004828,CA-2014-120278,OFF-ST-10002214,0.0,2
OD004829,CA-2014-120278,OFF-BI-10004970,0.0,3
OD004830,CA-2017-167661,OFF-BI-10002571,0.2,5
OD004831,CA-2017-167661,OFF-PA-10002581,0.0,2
OD004832,CA-2017-167661,OFF-BI-10001097,0.2,4
OD004833,CA-2017-106831,OFF-BI-10003429,0.7,2
OD004834,CA-2017-106831,OFF-PA-10000682,0.2,6
OD004835,CA-2017-106831,TEC-PH-10001700,0.4,4
OD004836,CA-2017-154123,FUR-FU-10000629,0.0,2
OD004837,CA-2016-136049,OFF-BI-10001267,0.7,3
OD004838,CA-2017-118402,OFF-ST-10001418,0.2,5
OD004839,US-2016-139388,OFF-FA-10004968,0.0,4
OD004840,US-2014-128685,OFF-BI-10004140,0.2,2
OD004841,CA-2015-124044,OFF-BI-10003460,0.2,3
OD004842,CA-2014-164469,TEC-PH-10002115,0.2,5
OD004843,CA-2014-164469,OFF-AR-10003478,0.2,11
OD004844,CA-2014-164469,OFF-AR-10000475,0.2,1
OD004845,CA-2014-107818,OFF-AR-10003045,0.0,2
OD004846,CA-2014-107818,FUR-CH-10000454,0.2,5
OD004847,CA-2014-107818,OFF-AR-10000380,0.0,8
OD004848,CA-2014-107818,OFF-ST-10000736,0.0,6
OD004849,CA-2014-113320,FUR-FU-10004270,0.0,3
OD004850,CA-2014-113320,OFF-ST-10000617,0.0,3
OD004851,CA-2014-113320,FUR-FU-10001706,0.0,3
OD004852,CA-2015-137526,OFF-BI-10003364,0.2,3
OD004853,CA-2015-137526,FUR-FU-10001861,0.0,4
OD004854,CA-2015-137526,FUR-FU-10004845,0.0,9
OD004855,CA-2017-136063,OFF-AR-10000823,0.2,7
OD004856,CA-2016-101546,OFF-BI-10001359,0.0,2
OD004857,CA-2014-138940,TEC-PH-10001835,0.2,6
OD004858,CA-2016-125164,OFF-BI-10001191,0.2,1
OD004859,CA-2016-125164,OFF-BI-10003982,0.2,3
OD004860,CA-2017-163531,TEC-PH-10001425,0.0,3
OD004861,CA-2017-122490,FUR-CH-10001215,0.2,6
OD004862,CA-2017-122490,OFF-BI-10001718,0.2,11
OD004863,CA-2017-122490,OFF-ST-10000991,0.0,3
OD004864,CA-2017-122490,OFF-LA-10001613,0.0,3
OD004865,CA-2017-131366,TEC-PH-10003437,0.4,2
OD004866,CA-2017-131366,OFF-PA-10000675,0.2,7
OD004867,CA-2017-164042,OFF-FA-10000840,0.2,2
OD004868,CA-2017-164042,OFF-AP-10001947,0.8,5
OD004869,CA-2017-164042,OFF-ST-10002301,0.2,3
OD004870,CA-2017-164042,OFF-BI-10001922,0.8,1
OD004871,CA-2014-132864,TEC-AC-10001267,0.2,5
OD004872,US-2014-155817,OFF-ST-10000532,0.2,2
OD004873,US-2014-155817,OFF-AR-10002335,0.2,3
OD004874,US-2016-131891,OFF-BI-10000201,0.7,3
OD004875,CA-2017-143567,OFF-EN-10004846,0.0,2
OD004876,CA-2017-143567,FUR-CH-10000454,0.0,4
OD004877,CA-2017-143567,TEC-AC-10004145,0.0,9
OD004878,CA-2017-143567,OFF-ST-10001580,0.0,4
OD004879,CA-2017-104080,OFF-BI-10003876,0.2,5
OD004880,CA-2017-104080,OFF-AR-10001972,0.0,2
OD004881,CA-2014-151379,OFF-PA-10000595,0.0,5
OD004882,CA-2016-163167,FUR-CH-10004477,0.0,3
OD004883,CA-2016-163167,TEC-AC-10003441,0.0,6
OD004884,CA-2016-163167,OFF-ST-10004459,0.0,3
OD004885,CA-2016-163167,OFF-ST-10003805,0.0,6
OD004886,CA-2016-135776,OFF-AR-10001246,0.0,3
OD004887,CA-2016-135776,OFF-PA-10001295,0.0,2
OD004888,CA-2016-135776,OFF-AR-10001231,0.0,2
OD004889,CA-2016-135776,OFF-ST-10002743,0.0,2
OD004890,CA-2016-135776,OFF-PA-10004327,0.0,1
OD004891,CA-2016-135776,OFF-EN-10004773,0.0,2
OD004892,CA-2016-135776,OFF-ST-10003470,0.0,4
