OrderID,OrderDate,ShipDate,ShipMode,AddressID,CustomerID
CA-2016-140018,2016-11-21,2016-11-26,Standard Class,A000741,CK-12205
US-2017-136707,2017-11-12,2017-11-15,First Class,A002362,JE-15610
CA-2014-152562,2014-11-01,2014-11-08,Standard Class,A002363,JO-15145
CA-2016-152408,2016-05-15,2016-05-21,Standard Class,A002364,TT-21220
CA-2014-120278,2014-11-07,2014-11-12,Standard Class,A002365,MS-17365
CA-2017-167661,2017-10-05,2017-10-10,Standard Class,A002366,MP-18175
CA-2017-106831,2017-06-01,2017-06-03,First Class,A002367,FH-14350
CA-2017-154123,2017-11-20,2017-11-25,Standard Class,A002368,SC-20050
CA-2016-136049,2016-12-23,2016-12-28,Standard Class,A002369,NM-18520
CA-2017-118402,2017-09-29,2017-10-04,Standard Class,A002370,JO-15280
US-2016-139388,2016-11-07,2016-11-09,First Class,A002371,CC-12475
US-2014-128685,2014-04-04,2014-04-05,First Class,A002372,MZ-17515
CA-2015-124044,2015-07-23,2015-07-26,Second Class,A002373,MS-17830
CA-2014-164469,2014-06-25,2014-06-27,Second Class,A002374,GK-14620
CA-2014-107818,2014-09-08,2014-09-14,Standard Class,A002375,MC-17275
CA-2014-113320,2014-12-12,2014-12-15,Second Class,A002376,LH-17155
CA-2015-137526,2015-01-13,2015-01-17,Standard Class,A000189,PB-19150
CA-2017-136063,2017-12-15,2017-12-19,Standard Class,A002377,SS-20140
CA-2016-101546,2016-12-18,2016-12-24,Standard Class,A002378,GK-14620
CA-2014-138940,2014-04-11,2014-04-16,Second Class,A002379,GM-14455
CA-2016-125164,2016-11-10,2016-11-14,Standard Class,A002380,SH-19975
CA-2017-163531,2017-06-26,2017-06-30,Standard Class,A002381,SC-20725
CA-2017-122490,2017-11-13,2017-11-18,Standard Class,A002382,TT-21070
CA-2017-131366,2017-11-24,2017-11-29,Standard Class,A002383,SC-20440
CA-2017-164042,2017-05-23,2017-05-27,Standard Class,A002384,KL-16645
CA-2014-132864,2014-12-02,2014-12-07,Standard Class,A002385,KN-16390
US-2014-155817,2014-10-03,2014-10-09,Standard Class,A002386,SL-20155
US-2016-131891,2016-07-29,2016-07-31,First Class,A002387,PW-19240
CA-2017-143567,2017-11-02,2017-11-05,Second Class,A002388,TB-21175
CA-2017-104080,2017-03-08,2017-03-15,Standard Class,A002389,AH-10210
CA-2014-151379,2014-12-16,2014-12-20,Standard Class,A002390,SC-20695
CA-2016-163167,2016-11-28,2016-12-01,Second Class,A002391,RF-19345
CA-2016-135776,2016-12-23,2016-12-30,Standard Class,A002392,EH-13765
US-2014-122021,2014-10-15,2014-10-17,First Class,A002393,AC-10660
CA-2016-130484,2016-08-22,2016-08-27,Standard Class,A002394,SG-20470
CA-2017-120936,2017-12-17,2017-12-21,Standard Class,A002395,CA-12310
CA-2017-110884,2017-03-07,2017-03-12,Standard Class,A002396,SH-20395
US-2014-161613,2014-12-01,2014-12-03,Second Class,A002397,MC-17605
US-2014-146353,2014-10-14,2014-10-16,Second Class,A002398,JE-15610
CA-2014-133809,2014-11-18,2014-11-23,Second Class,A002399,MS-17530
CA-2017-127306,2017-01-14,2017-01-18,Standard Class,A002400,BH-11710
CA-2015-161830,2015-09-24,2015-09-26,Second Class,A002401,ME-17725
CA-2017-163125,2017-10-09,2017-10-11,Second Class,A002402,MB-17305
CA-2016-160304,2016-01-02,2016-01-07,Standard Class,A002403,BM-11575
CA-2017-101728,2017-08-19,2017-08-23,Standard Class,A002404,SC-20575
CA-2017-114055,2017-12-25,2017-12-29,Second Class,A002405,MH-18115
CA-2017-126438,2017-09-10,2017-09-13,First Class,A002406,AR-10345
CA-2017-117653,2017-10-19,2017-10-23,Standard Class,A002407,MO-17500
CA-2017-143245,2017-12-01,2017-12-06,Standard Class,A002408,AD-10180
US-2014-138828,2014-09-02,2014-09-03,First Class,A002409,KD-16345
CA-2017-143651,2017-03-25,2017-03-30,Standard Class,A002410,FM-14215
CA-2015-106978,2015-09-28,2015-10-04,Standard Class,A002411,ZC-21910
CA-2015-155124,2015-03-15,2015-03-21,Standard Class,A002412,KS-16300
CA-2017-150931,2017-01-06,2017-01-13,Standard Class,A002413,DP-13390
CA-2014-157147,2014-01-13,2014-01-18,Standard Class,A002414,BD-11605
CA-2015-156482,2015-02-06,2015-02-13,Standard Class,A002415,IL-15100
CA-2017-106782,2017-12-21,2017-12-27,Standard Class,A002416,LP-17095
CA-2016-151372,2016-09-05,2016-09-06,First Class,A002417,JH-15985
CA-2014-102085,2014-10-04,2014-10-09,Standard Class,A002418,JD-16015
CA-2017-107125,2017-11-27,2017-12-02,Standard Class,A002053,BD-11320
CA-2016-125815,2016-10-28,2016-11-01,Second Class,A002419,DL-13330
CA-2015-144190,2015-06-09,2015-06-13,Standard Class,A002420,NC-18415
CA-2017-117926,2017-12-08,2017-12-12,Second Class,A002421,AS-10225
CA-2015-153906,2015-03-16,2015-03-20,Standard Class,A002422,MS-17980
CA-2014-160262,2014-06-09,2014-06-13,Second Class,A002423,TS-21205
CA-2015-127607,2015-03-20,2015-03-26,Standard Class,A002424,JK-15730
CA-2016-166226,2016-11-18,2016-11-22,Standard Class,A002425,TC-21535
CA-2014-156587,2014-03-07,2014-03-08,First Class,A002426,AB-10015
CA-2016-141180,2016-05-15,2016-05-19,Second Class,A002427,DP-13000
CA-2015-109708,2015-05-25,2015-05-28,Second Class,A002428,CY-12745
CA-2015-122406,2015-08-02,2015-08-05,Second Class,A002429,BE-11455
US-2016-153815,2016-11-06,2016-11-09,First Class,A002430,KL-16555
CA-2016-164896,2016-11-07,2016-11-12,Standard Class,A002431,PS-19045
CA-2015-142202,2015-09-18,2015-09-23,Second Class,A002432,JR-16210
CA-2015-165050,2015-12-07,2015-12-09,First Class,A002433,AH-10210
US-2016-131114,2016-12-09,2016-12-13,Second Class,A002434,RW-19630
CA-2014-160066,2014-11-16,2014-11-22,Standard Class,A002435,AH-10075
CA-2016-109925,2016-11-06,2016-11-10,Second Class,A002436,IM-15070
CA-2015-160696,2015-09-06,2015-09-10,Standard Class,A002437,CK-12760
CA-2014-125171,2014-09-03,2014-09-03,Same Day,A002438,AG-10390
CA-2016-149279,2016-04-24,2016-04-28,Standard Class,A002439,CL-12700
CA-2017-107321,2017-08-31,2017-09-04,Standard Class,A002440,AW-10930
US-2017-122714,2017-12-07,2017-12-13,Standard Class,A002441,HG-14965
CA-2015-153038,2015-12-18,2015-12-25,Standard Class,A002442,RB-19645
CA-2014-132227,2014-11-04,2014-11-10,Standard Class,A002443,SZ-20035
CA-2017-155824,2017-03-10,2017-03-15,Standard Class,A002444,KS-16300
CA-2016-129238,2016-01-31,2016-02-04,Standard Class,A002445,SC-20050
CA-2017-159688,2017-05-07,2017-05-12,Standard Class,A002446,AB-10060
CA-2016-136126,2016-05-24,2016-05-24,Same Day,A002447,EH-14125
CA-2016-155033,2016-10-07,2016-10-12,Standard Class,A002448,CC-12475
CA-2014-156006,2014-04-30,2014-05-02,Second Class,A002449,TM-21010
CA-2015-158659,2015-11-10,2015-11-14,Second Class,A002450,SC-20695
CA-2015-169796,2015-11-09,2015-11-14,Standard Class,A002451,Dp-13240
CA-2015-102876,2015-09-07,2015-09-14,Standard Class,A002452,LR-17035
US-2017-139647,2017-05-11,2017-05-13,First Class,A002453,TS-21370
US-2017-160465,2017-07-21,2017-07-26,Standard Class,A002454,SW-20350
CA-2014-153850,2014-11-24,2014-11-29,Standard Class,A002455,TH-21100
CA-2014-127558,2014-11-15,2014-11-18,First Class,A002456,SS-20410
CA-2017-136511,2017-03-23,2017-03-25,Second Class,A002457,MZ-17515
CA-2016-133795,2016-12-18,2016-12-24,Standard Class,A002458,JE-15475
US-2017-130953,2017-07-29,2017-08-03,Standard Class,A002459,RF-19735
CA-2014-151792,2014-09-02,2014-09-07,Second Class,A002460,CV-12295
CA-2017-139304,2017-01-29,2017-02-02,Standard Class,A002461,VG-21790
CA-2016-155166,2016-12-26,2017-01-02,Standard Class,A002462,BB-11545
CA-2015-103954,2015-08-09,2015-08-13,Second Class,A002463,HR-14770
CA-2014-169803,2014-04-06,2014-04-12,Standard Class,A002464,SC-20260
CA-2017-141719,2017-11-17,2017-11-21,Second Class,A002465,EG-13900
CA-2015-136469,2015-07-11,2015-07-12,First Class,A002466,TS-21370
CA-2016-158694,2016-11-10,2016-11-13,Second Class,A002467,AI-10855
US-2014-104759,2014-03-31,2014-04-04,Standard Class,A002468,DD-13570
CA-2015-150511,2015-09-18,2015-09-24,Standard Class,A002469,AB-10060
CA-2015-134922,2015-11-07,2015-11-11,Standard Class,A002470,KB-16240
US-2017-120607,2017-05-19,2017-05-19,Same Day,A002471,JC-15775
CA-2015-141243,2015-01-03,2015-01-08,Second Class,A002472,AH-10465
CA-2015-162166,2015-09-08,2015-09-11,First Class,A002473,NM-18520
CA-2016-120796,2016-04-03,2016-04-07,Standard Class,A001631,CS-11950
CA-2016-109722,2016-12-05,2016-12-07,Second Class,A002474,TP-21130
CA-2015-136798,2015-05-08,2015-05-12,Standard Class,A002475,DL-12925
CA-2017-122196,2017-09-22,2017-09-24,First Class,A002476,CA-12265
CA-2017-142090,2017-11-30,2017-12-07,Standard Class,A002477,SC-20380
CA-2017-160934,2017-01-15,2017-01-19,Standard Class,A002478,TT-21460
CA-2014-124478,2014-08-08,2014-08-12,Standard Class,A002479,MA-17560
CA-2015-145485,2015-11-05,2015-11-05,Same Day,A002480,JM-16195
CA-2017-151071,2017-04-25,2017-04-29,Second Class,A002481,MB-18085
CA-2014-134572,2014-04-20,2014-04-22,Second Class,A002482,SV-20365
CA-2017-143217,2017-11-11,2017-11-17,Standard Class,A002483,CG-12040
US-2017-133312,2017-11-25,2017-11-29,Standard Class,A002484,BD-11500
US-2015-137533,2015-12-18,2015-12-18,Same Day,A002485,JK-15640
CA-2016-155138,2016-09-08,2016-09-12,Standard Class,A002486,JM-15580
CA-2016-108350,2016-06-06,2016-06-09,Second Class,A002487,SC-20230
CA-2015-144302,2015-06-19,2015-06-23,Standard Class,A002488,ME-17320
CA-2015-109001,2015-03-05,2015-03-09,Standard Class,A002489,KN-16390
CA-2017-132738,2017-08-04,2017-08-07,First Class,A002490,HM-14860
CA-2017-156720,2017-12-30,2018-01-03,Standard Class,A002491,JM-15580
CA-2015-119102,2015-05-23,2015-05-27,Standard Class,A002492,KH-16690
US-2014-140452,2014-12-06,2014-12-10,Standard Class,A002493,BK-11260
CA-2015-141936,2015-08-07,2015-08-12,Standard Class,A002494,PN-18775
CA-2014-158442,2014-03-17,2014-03-17,Same Day,A002495,AZ-10750
CA-2015-167374,2015-03-26,2015-03-30,Second Class,A002496,GM-14500
CA-2014-116568,2014-12-14,2014-12-20,Standard Class,A002497,BM-11785
CA-2015-147102,2015-09-19,2015-09-26,Standard Class,A002498,NH-18610
CA-2017-132213,2017-04-25,2017-04-26,First Class,A002499,PN-18775
CA-2014-138450,2014-10-18,2014-10-22,Standard Class,A002500,EH-13765
CA-2015-153073,2015-11-13,2015-11-13,Same Day,A002501,HA-14905
CA-2016-147970,2016-01-31,2016-02-02,Second Class,A002502,AB-10150
CA-2016-150658,2016-11-17,2016-11-22,Standard Class,A002503,MS-17365
CA-2017-125640,2017-07-25,2017-07-29,Standard Class,A002504,DD-13570
CA-2017-154137,2017-11-11,2017-11-17,Standard Class,A002505,MT-17815
CA-2015-127173,2015-09-26,2015-10-03,Standard Class,A002506,GM-14500
CA-2014-149538,2014-04-04,2014-04-08,Standard Class,A002507,KB-16585
CA-2014-160766,2014-09-14,2014-09-14,Same Day,A002508,DM-13015
CA-2017-146626,2017-12-29,2018-01-05,Standard Class,A002509,BP-11185
CA-2015-123330,2015-06-21,2015-06-27,Standard Class,A002510,EP-13915
CA-2017-155607,2017-11-26,2017-11-30,Standard Class,A002511,FG-14260
CA-2016-151323,2016-10-23,2016-10-28,Standard Class,A002512,AB-10255
CA-2015-146696,2015-12-14,2015-12-19,Standard Class,A002513,RD-19480
CA-2016-128972,2016-11-13,2016-11-17,Standard Class,A002514,TS-21430
CA-2017-128335,2017-09-29,2017-10-05,Standard Class,A002515,JA-15970
CA-2015-154886,2015-11-08,2015-11-12,Standard Class,A002516,SW-20455
CA-2016-111213,2016-04-01,2016-04-05,Standard Class,A002517,FP-14320
CA-2017-161333,2017-02-02,2017-02-07,Standard Class,A002518,JL-15835
CA-2017-128734,2017-12-24,2017-12-31,Standard Class,A002519,JL-15175
CA-2014-141796,2014-06-21,2014-06-21,Same Day,A002520,JG-15160
CA-2017-125101,2017-03-06,2017-03-10,Second Class,A002521,SH-19975
CA-2017-169929,2017-09-25,2017-09-28,First Class,A002522,LS-17200
US-2014-121566,2014-06-30,2014-07-06,Standard Class,A002523,CS-11860
US-2015-124219,2015-08-07,2015-08-08,First Class,A002524,KW-16570
CA-2017-163006,2017-06-30,2017-07-04,Second Class,A002525,GH-14410
CA-2015-156146,2015-10-26,2015-10-30,Second Class,A002526,AG-10495
CA-2014-111192,2014-07-30,2014-08-05,Standard Class,A002527,TS-21430
CA-2016-115378,2016-11-18,2016-11-23,Second Class,A002528,AJ-10945
CA-2015-161627,2015-07-06,2015-07-11,Standard Class,A002529,SJ-20215
CA-2014-121006,2014-11-10,2014-11-16,Standard Class,A002530,SC-20020
CA-2016-122903,2016-05-27,2016-05-29,Second Class,A002531,LA-16780
CA-2015-107741,2015-03-08,2015-03-10,First Class,A002532,FC-14335
CA-2017-106432,2017-10-19,2017-10-24,Standard Class,A002533,CA-12265
CA-2016-148908,2016-11-05,2016-11-08,First Class,A002534,JH-15985
CA-2016-123015,2016-12-26,2016-12-30,Standard Class,A002535,AJ-10795
US-2015-120502,2015-04-13,2015-04-19,Standard Class,A002536,BT-11395
CA-2017-108749,2017-09-12,2017-09-15,First Class,A002537,DJ-13510
CA-2017-163335,2017-09-24,2017-09-27,First Class,A002538,AG-10675
CA-2015-134719,2015-10-10,2015-10-15,Standard Class,A002539,JD-15790
US-2015-154389,2015-11-27,2015-12-03,Standard Class,A002540,EH-14125
CA-2015-115567,2015-09-13,2015-09-18,Standard Class,A002541,ZC-21910
US-2017-136679,2017-11-14,2017-11-18,Standard Class,A002542,XP-21865
US-2017-141943,2017-05-05,2017-05-09,Standard Class,A002543,DK-12985
CA-2014-101560,2014-11-28,2014-12-01,Second Class,A002544,CS-12250
CA-2014-159709,2014-05-10,2014-05-15,Standard Class,A002545,AI-10855
CA-2016-103982,2016-03-03,2016-03-08,Standard Class,A002546,AA-10315
CA-2015-142454,2015-08-15,2015-08-19,Standard Class,A002547,RE-19450
CA-2015-102015,2015-09-12,2015-09-18,Standard Class,A002548,TM-21010
CA-2015-156755,2015-01-12,2015-01-18,Standard Class,A002549,YS-21880
CA-2015-130876,2015-05-12,2015-05-16,Second Class,A002550,AZ-10750
CA-2016-145898,2016-09-26,2016-09-26,Same Day,A002551,CM-12445
US-2017-159562,2017-09-09,2017-09-15,Standard Class,A002552,JB-16000
CA-2017-134635,2017-04-15,2017-04-17,Second Class,A000529,NS-18640
CA-2017-167080,2017-06-10,2017-06-14,Standard Class,A002553,LC-16930
CA-2017-145653,2017-09-01,2017-09-01,Same Day,A002554,CA-12775
CA-2014-140487,2014-06-14,2014-06-20,Standard Class,A002555,SR-20425
CA-2017-117401,2017-05-18,2017-05-22,Second Class,A002556,PP-18955
US-2017-109582,2017-09-12,2017-09-17,Second Class,A002557,JM-15865
CA-2016-119865,2016-06-21,2016-06-26,Standard Class,A002558,AS-10090
US-2014-147648,2014-11-26,2014-12-01,Standard Class,A002559,LS-16975
CA-2017-124436,2017-03-19,2017-03-22,Second Class,A002560,SA-20830
CA-2014-115084,2014-10-18,2014-10-22,Standard Class,A002561,LS-17200
CA-2017-131037,2017-08-22,2017-08-23,First Class,A002562,TM-21490
CA-2016-111143,2016-11-19,2016-11-22,First Class,A002563,TT-21265
CA-2014-166744,2014-09-20,2014-09-24,Standard Class,A002564,DN-13690
CA-2016-116561,2016-09-11,2016-09-17,Standard Class,A002565,EB-14110
CA-2016-110730,2016-09-23,2016-09-26,Second Class,A002566,CM-11815
CA-2017-146367,2017-08-04,2017-08-08,Standard Class,A002567,HM-14860
CA-2016-149454,2016-07-25,2016-07-26,First Class,A002568,KM-16375
CA-2016-156265,2016-08-02,2016-08-04,Second Class,A002569,BF-11020
US-2015-168914,2015-05-21,2015-05-27,Standard Class,A002570,JE-15745
US-2017-110989,2017-11-03,2017-11-05,Second Class,A002571,EJ-14155
CA-2015-106215,2015-04-16,2015-04-21,Standard Class,A002572,BN-11470
US-2016-169369,2016-12-12,2016-12-18,Standard Class,A002573,EC-14050
CA-2015-132318,2015-10-30,2015-11-02,First Class,A002574,TT-21220
US-2014-131982,2014-03-07,2014-03-11,Second Class,A002575,NP-18685
CA-2015-125185,2015-03-05,2015-03-07,Second Class,A002576,AH-10195
CA-2016-130078,2016-08-08,2016-08-14,Standard Class,A002577,CC-12145
US-2017-114034,2017-01-03,2017-01-08,Standard Class,A002578,DL-13315
US-2017-115595,2017-10-09,2017-10-11,First Class,A002579,XP-21865
CA-2017-158722,2017-10-20,2017-10-26,Standard Class,A002580,MA-17560
CA-2014-105165,2014-09-07,2014-09-10,First Class,A002581,SZ-20035
CA-2017-147452,2017-09-30,2017-10-03,First Class,A002582,CS-11845
US-2017-114657,2017-11-16,2017-11-21,Standard Class,A002583,MH-18115
CA-2017-144484,2017-09-11,2017-09-11,Same Day,A002584,CB-12025
CA-2017-125913,2017-01-16,2017-01-16,Same Day,A002585,JO-15145
US-2016-158309,2016-11-26,2016-11-29,First Class,A002586,PA-19060
CA-2015-162887,2015-11-07,2015-11-09,Second Class,A002587,SV-20785
CA-2017-147333,2017-12-14,2017-12-20,Standard Class,A002588,KL-16555
CA-2014-113859,2014-09-13,2014-09-17,Standard Class,A002589,BC-11125
CA-2014-159681,2014-12-07,2014-12-13,Standard Class,A002590,PO-18850
US-2017-104094,2017-09-07,2017-09-11,Standard Class,A002591,AG-10675
CA-2017-152709,2017-10-07,2017-10-12,Standard Class,A001795,DB-13210
CA-2015-105158,2015-09-05,2015-09-10,Standard Class,A002592,SP-20860
CA-2014-133424,2014-03-30,2014-04-04,Standard Class,A000331,Dl-13600
CA-2017-105991,2017-05-05,2017-05-06,First Class,A002593,LH-17020
US-2017-136784,2017-04-30,2017-05-05,Standard Class,A002594,AD-10180
CA-2014-146283,2014-09-08,2014-09-15,Standard Class,A002595,KT-16465
CA-2017-151218,2017-06-20,2017-06-23,First Class,A002596,PJ-19015
CA-2015-111073,2015-12-26,2015-12-30,Standard Class,A002597,MC-18100
CA-2017-144883,2017-08-15,2017-08-19,Standard Class,A002598,BO-11350
CA-2017-142174,2017-03-04,2017-03-09,Standard Class,A002599,DP-13000
CA-2017-108791,2017-07-27,2017-07-31,Standard Class,A002600,TM-21490
CA-2016-106656,2016-09-23,2016-09-26,First Class,A002601,DV-13045
CA-2016-113831,2016-05-30,2016-06-03,Standard Class,A002602,AH-10690
US-2014-139500,2014-11-16,2014-11-20,Standard Class,A002603,AB-10165
US-2014-166310,2014-09-21,2014-09-23,First Class,A002604,JS-15940
US-2016-168410,2016-02-21,2016-02-26,Standard Class,A002605,BV-11245
CA-2017-131254,2017-11-19,2017-11-21,First Class,A002606,NC-18415
CA-2016-123414,2016-08-21,2016-08-27,Standard Class,A002607,SU-20665
CA-2017-137876,2017-04-30,2017-05-05,Standard Class,A002608,DJ-13510
CA-2016-154060,2016-05-02,2016-05-08,Standard Class,A002609,DL-12865
US-2017-162558,2017-10-02,2017-10-05,First Class,A002610,Dp-13240
CA-2017-134439,2017-09-18,2017-09-23,Second Class,A002611,TM-21010
CA-2015-119508,2015-12-04,2015-12-09,Standard Class,A002612,TZ-21580
CA-2015-152681,2015-01-17,2015-01-22,Standard Class,A002613,SC-20260
CA-2014-130813,2014-01-06,2014-01-08,Second Class,A002614,LS-17230
CA-2015-120320,2015-03-05,2015-03-09,Standard Class,A002615,MV-18190
CA-2016-111941,2016-12-25,2016-12-28,Second Class,A002616,BD-11620
CA-2016-123120,2016-09-04,2016-09-08,Standard Class,A002617,CV-12295
CA-2014-103331,2014-08-26,2014-09-01,Standard Class,A002618,KB-16315
CA-2015-169278,2015-05-21,2015-05-25,Standard Class,A002619,ME-18010
CA-2017-111577,2017-10-16,2017-10-21,Standard Class,A002620,AJ-10780
CA-2015-146486,2015-11-09,2015-11-14,Second Class,A002621,DV-13465
US-2014-168501,2014-11-21,2014-11-27,Standard Class,A002622,JK-15325
CA-2015-112053,2015-10-11,2015-10-13,Second Class,A002623,SH-20395
CA-2017-108539,2017-03-21,2017-03-23,Second Class,A002624,SC-20725
CA-2015-149811,2015-01-04,2015-01-10,Standard Class,A002625,CS-12250
US-2017-103814,2017-12-09,2017-12-16,Standard Class,A002626,LH-16900
CA-2016-123932,2016-09-06,2016-09-12,Standard Class,A002627,YC-21895
US-2016-101616,2016-09-03,2016-09-06,First Class,A002628,CY-12745
CA-2014-113768,2014-05-13,2014-05-19,Standard Class,A002629,AH-10030
CA-2016-138037,2016-09-29,2016-10-03,Standard Class,A002630,AR-10540
CA-2014-150490,2014-08-05,2014-08-11,Standard Class,A002631,SS-20590
US-2017-126060,2017-04-14,2017-04-18,Standard Class,A002632,DW-13585
CA-2017-100951,2017-06-09,2017-06-10,First Class,A002633,NC-18625
CA-2016-122017,2016-12-29,2017-01-02,Standard Class,A002634,CD-11920
CA-2014-123477,2014-01-18,2014-01-21,Second Class,A002635,DW-13195
CA-2016-107790,2016-11-20,2016-11-24,Standard Class,A002636,EH-13990
CA-2017-158071,2017-06-10,2017-06-15,Standard Class,A002637,BD-11320
CA-2017-147403,2017-09-10,2017-09-13,First Class,A002638,KH-16630
US-2017-136721,2017-04-08,2017-04-12,Standard Class,A002639,NH-18610
CA-2015-118738,2015-10-24,2015-10-30,Standard Class,A002640,AG-10495
CA-2017-134152,2017-05-27,2017-05-31,Standard Class,A002641,RP-19855
CA-2014-125542,2014-12-05,2014-12-07,First Class,A002642,NB-18655
CA-2016-136021,2016-08-14,2016-08-18,Standard Class,A002643,JM-15580
CA-2016-149195,2016-09-05,2016-09-07,Second Class,A002644,DM-13525
CA-2017-161410,2017-06-26,2017-07-03,Standard Class,A002645,CC-12220
CA-2017-152786,2017-03-12,2017-03-17,Standard Class,A002646,GA-14725
CA-2017-164707,2017-02-18,2017-02-21,Second Class,A002647,CV-12805
CA-2017-163874,2017-11-10,2017-11-12,Second Class,A002648,NC-18535
US-2014-123183,2014-11-19,2014-11-25,Standard Class,A002649,GR-14560
CA-2014-104829,2014-11-18,2014-11-21,Second Class,A002650,JG-15805
US-2016-147340,2016-09-24,2016-09-24,Same Day,A002651,EB-13750
CA-2016-145492,2016-11-20,2016-11-27,Standard Class,A002652,MC-17605
CA-2016-163202,2016-09-27,2016-10-02,Standard Class,A002653,BM-11650
CA-2016-117681,2016-04-09,2016-04-14,Standard Class,A002654,HF-14995
CA-2017-132262,2017-09-21,2017-09-23,First Class,A002655,ML-18265
CA-2017-123043,2017-08-24,2017-08-29,Standard Class,A002656,AH-10195
US-2016-143280,2016-02-22,2016-02-26,Standard Class,A002657,TZ-21580
CA-2017-108854,2017-12-08,2017-12-14,Standard Class,A002658,DM-13345
CA-2017-166856,2017-09-18,2017-09-22,Standard Class,A002659,TS-21505
CA-2016-153157,2016-09-11,2016-09-14,First Class,A002660,TB-21625
US-2017-125647,2017-09-23,2017-09-28,Standard Class,A002661,LC-16870
CA-2014-132542,2014-10-06,2014-10-08,Second Class,A002662,AM-10360
CA-2015-110877,2015-10-23,2015-10-26,First Class,A002663,JE-15715
US-2016-151827,2016-03-31,2016-04-02,Second Class,A002664,CS-11950
US-2016-163258,2016-12-29,2017-01-02,Standard Class,A002665,PF-19225
CA-2017-103009,2017-11-03,2017-11-05,Second Class,A002666,PJ-18835
US-2017-120649,2017-01-20,2017-01-26,Standard Class,A002667,JF-15490
CA-2016-153598,2016-12-03,2016-12-06,First Class,A002668,NM-18520
US-2016-108497,2016-06-14,2016-06-14,Same Day,A002669,MH-17290
CA-2016-113096,2016-09-02,2016-09-04,First Class,A002670,SZ-20035
CA-2014-136861,2014-09-05,2014-09-07,First Class,A002671,PR-18880
CA-2017-117422,2017-10-21,2017-10-25,Standard Class,A002672,FC-14245
CA-2017-129707,2017-04-25,2017-04-29,Standard Class,A002673,LH-16750
CA-2015-160171,2015-10-19,2015-10-24,Standard Class,A002674,RM-19675
CA-2014-103317,2014-07-05,2014-07-08,First Class,A002675,DM-13525
CA-2016-167115,2016-04-04,2016-04-09,Standard Class,A002676,EH-14185
US-2017-153633,2017-11-13,2017-11-18,Second Class,A002677,TC-21295
CA-2017-155929,2017-09-09,2017-09-13,Standard Class,A002678,AI-10855
CA-2015-148712,2015-04-17,2015-04-23,Standard Class,A002679,JM-15535
CA-2016-128307,2016-07-25,2016-07-29,Standard Class,A002680,BE-11335
US-2016-127425,2016-08-26,2016-08-31,Standard Class,A002681,DR-12880
US-2014-119081,2014-09-12,2014-09-19,Standard Class,A002682,TA-21385
CA-2016-140613,2016-07-22,2016-07-29,Standard Class,A002683,KN-16705
US-2017-108700,2017-05-19,2017-05-23,Standard Class,A002684,PJ-18835
CA-2017-160962,2017-04-28,2017-05-02,Standard Class,A002685,MC-17605
CA-2017-130631,2017-12-29,2018-01-02,Standard Class,A002686,BS-11755
CA-2017-116680,2017-09-04,2017-09-06,Second Class,A002687,PK-19075
US-2014-107405,2014-03-21,2014-03-25,Standard Class,A002688,TS-21205
CA-2017-101574,2017-09-28,2017-10-04,Standard Class,A002689,BD-11725
CA-2014-146591,2014-01-19,2014-01-20,First Class,A002690,TS-21340
CA-2014-107706,2014-02-14,2014-02-19,Second Class,A002691,ST-20530
CA-2016-122448,2016-06-09,2016-06-14,Standard Class,A002692,DB-13210
CA-2014-132451,2014-09-26,2014-09-27,First Class,A002693,KF-16285
CA-2016-158547,2016-05-30,2016-06-04,Standard Class,A002694,JM-16195
CA-2017-116946,2017-12-19,2017-12-23,Standard Class,A002695,TS-21505
CA-2017-121741,2017-12-26,2017-12-26,Same Day,A002696,YC-21895
CA-2017-169691,2017-06-15,2017-06-18,First Class,A002697,Dp-13240
CA-2016-121356,2016-11-20,2016-11-24,Standard Class,A002698,SJ-20500
CA-2014-101770,2014-03-31,2014-04-04,Standard Class,A002699,KB-16240
CA-2017-105487,2017-10-08,2017-10-14,Standard Class,A002700,CS-12250
CA-2017-148999,2017-01-30,2017-02-04,Standard Class,A002701,EB-13870
CA-2014-107573,2014-12-12,2014-12-17,Standard Class,A002702,PB-19150
CA-2015-156608,2015-10-24,2015-10-29,Standard Class,A002703,MT-18070
CA-2017-134495,2017-04-01,2017-04-04,Second Class,A002704,BF-11020
CA-2017-164098,2017-01-26,2017-01-27,First Class,A002705,CG-12520
CA-2014-105249,2014-11-28,2014-11-28,Same Day,A002706,DH-13675
CA-2015-113523,2015-09-04,2015-09-08,Standard Class,A002707,SC-20440
CA-2017-117821,2017-06-12,2017-06-16,Standard Class,A002708,HG-15025
CA-2017-164378,2017-07-15,2017-07-18,Second Class,A002709,MM-18055
CA-2017-127782,2017-11-02,2017-11-06,Standard Class,A002710,TH-21115
US-2016-162026,2016-10-08,2016-10-08,Same Day,A002711,JE-15745
CA-2016-150000,2016-04-08,2016-04-14,Standard Class,A002712,PG-18820
CA-2015-168529,2015-10-08,2015-10-12,Standard Class,A002713,MB-17305
US-2017-152569,2017-05-15,2017-05-20,Standard Class,A002714,JD-16015
US-2014-137680,2014-02-24,2014-03-02,Standard Class,A002715,JH-15430
CA-2015-103177,2015-05-30,2015-06-01,First Class,A002716,EN-13780
US-2016-138408,2016-11-18,2016-11-21,Second Class,A002717,KC-16255
CA-2017-117667,2017-12-04,2017-12-09,Standard Class,A002718,MS-17980
