ShipID,ShipDate,ShipMode,CustomerID,ProductID
3975,4/2/2016,Standard Class,JM-15250,FUR-FU-10004848
3976,4/2/2016,Standard Class,JM-15250,OFF-BI-10000320
3977,10/24/2016,First Class,EB-13930,FUR-FU-10003731
3978,10/7/2017,Standard Class,FG-14260,OFF-FA-10002780
3979,10/7/2017,Standard Class,FG-14260,TEC-PH-10003800
3980,12/27/2014,Standard Class,TH-21235,FUR-TA-10001676
3981,12/27/2014,Standard Class,TH-21235,OFF-AP-10002350
3982,12/20/2017,Standard Class,PL-18925,FUR-FU-10003096
3983,7/9/2016,Second Class,CC-12370,FUR-CH-10003061
3984,7/9/2016,Second Class,CC-12370,TEC-CO-10003763
3985,7/9/2016,Second Class,CC-12370,OFF-PA-10002923
3986,4/21/2016,Standard Class,JM-15535,FUR-BO-10003441
3987,4/14/2017,Standard Class,KF-16285,OFF-ST-10001780
3988,4/14/2017,Standard Class,KF-16285,OFF-AP-10001962
3989,4/22/2016,Standard Class,CS-12175,FUR-FU-10003798
3990,11/27/2014,Second Class,AR-10540,FUR-FU-10001095
3991,11/8/2014,Standard Class,MS-17770,OFF-SU-10000157
3992,5/5/2015,Standard Class,DB-13120,FUR-FU-10001095
3993,5/5/2015,Standard Class,DB-13120,OFF-SU-10004261
3994,5/5/2015,Standard Class,DB-13120,OFF-AR-10004022
3995,3/12/2015,Standard Class,DK-12895,FUR-BO-10002916
3996,3/12/2015,Standard Class,DK-12895,FUR-CH-10002084
3997,3/12/2015,Standard Class,DK-12895,TEC-PH-10003012
3998,3/12/2015,Standard Class,DK-12895,OFF-AR-10002704
3999,3/12/2015,Standard Class,DK-12895,FUR-FU-10000308
4000,7/20/2015,Second Class,MP-17965,FUR-BO-10004709
4001,10/16/2014,Standard Class,Dp-13240,FUR-FU-10001196
4002,10/16/2014,Standard Class,Dp-13240,TEC-AC-10002942
4003,3/8/2016,Standard Class,CC-12220,FUR-TA-10004915
4004,3/8/2016,Standard Class,CC-12220,TEC-MA-10001016
4005,3/8/2016,Standard Class,CC-12220,OFF-EN-10000483
4006,12/16/2015,Standard Class,KM-16660,OFF-AR-10003087
4007,12/16/2015,Standard Class,KM-16660,OFF-PA-10000520
4008,12/16/2015,Standard Class,KM-16660,TEC-AC-10001553
4009,12/22/2015,Standard Class,MK-17905,OFF-AR-10000634
4010,1/5/2017,Standard Class,SC-20725,FUR-FU-10001215
4011,11/24/2017,First Class,CC-12475,OFF-PA-10001204
4012,11/24/2017,First Class,CC-12475,OFF-ST-10002444
4013,12/27/2015,Standard Class,BT-11305,OFF-AR-10000203
4014,8/28/2015,Standard Class,FH-14350,OFF-AP-10000828
4015,8/28/2015,Standard Class,FH-14350,OFF-LA-10003190
4016,8/28/2015,Standard Class,FH-14350,OFF-PA-10002319
4017,8/28/2015,Standard Class,FH-14350,OFF-PA-10003893
4018,8/28/2015,Standard Class,FH-14350,OFF-PA-10002499
4019,8/28/2015,Standard Class,FH-14350,TEC-AC-10004568
4020,8/28/2015,Standard Class,FH-14350,OFF-AP-10001492
4021,6/27/2014,Standard Class,AA-10645,FUR-CH-10004698
4022,6/27/2014,Standard Class,AA-10645,TEC-PH-10004093
4023,6/27/2014,Standard Class,AA-10645,FUR-CH-10000454
4024,10/28/2017,First Class,JO-15145,FUR-BO-10003034
4025,10/28/2017,First Class,JO-15145,TEC-PH-10003215
4026,8/13/2017,First Class,SF-20965,OFF-PA-10001776
4027,8/13/2017,First Class,SF-20965,OFF-AR-10004582
4028,8/13/2017,First Class,SF-20965,TEC-PH-10001557
4029,8/13/2017,First Class,SF-20965,OFF-BI-10004209
4030,12/28/2017,Standard Class,CS-12355,TEC-MA-10003183
4031,12/28/2017,Standard Class,CS-12355,FUR-CH-10002439
4032,9/30/2016,Standard Class,SN-20710,OFF-AP-10000576
4033,9/30/2016,Standard Class,SN-20710,OFF-PA-10004040
4034,9/30/2016,Standard Class,SN-20710,TEC-AC-10003063
4035,12/12/2016,Same Day,JM-15655,OFF-BI-10003982
4036,12/12/2016,Same Day,JM-15655,TEC-AC-10002567
4037,1/1/2016,Standard Class,FH-14350,OFF-ST-10004950
4038,1/2/2015,Standard Class,AJ-10795,FUR-FU-10000550
4039,1/2/2015,Standard Class,AJ-10795,OFF-PA-10000528
4040,1/2/2015,Standard Class,AJ-10795,TEC-MA-10003183
4041,1/2/2015,Standard Class,AJ-10795,OFF-BI-10003305
4042,1/2/2015,Standard Class,AJ-10795,TEC-PH-10001425
4043,1/2/2015,Standard Class,AJ-10795,OFF-LA-10001474
4044,1/2/2015,Standard Class,AJ-10795,FUR-FU-10000672
4045,6/30/2015,Standard Class,JF-15565,FUR-FU-10001979
4046,4/7/2015,Standard Class,CS-11845,OFF-BI-10003707
4047,10/25/2017,Standard Class,SP-20920,OFF-AP-10002191
4048,7/19/2015,First Class,KE-16420,OFF-PA-10000501
4049,7/19/2015,First Class,KE-16420,TEC-AC-10001990
4050,6/26/2017,Second Class,GA-14515,FUR-FU-10003601
4051,6/26/2017,Second Class,GA-14515,FUR-CH-10001891
4052,10/3/2014,Standard Class,SM-20950,OFF-AR-10003469
4053,10/3/2014,Standard Class,SM-20950,FUR-TA-10004175
4054,10/3/2014,Standard Class,SM-20950,OFF-LA-10002945
4055,10/3/2014,Standard Class,SM-20950,OFF-PA-10000533
4056,10/3/2014,Standard Class,SM-20950,OFF-ST-10004459
4057,10/3/2014,Standard Class,SM-20950,FUR-TA-10004147
4058,11/28/2014,Standard Class,DK-12985,OFF-ST-10000046
4059,11/24/2015,Standard Class,LC-16885,TEC-PH-10004774
4060,11/24/2015,Standard Class,LC-16885,FUR-CH-10000595
4061,11/7/2016,Standard Class,XP-21865,TEC-AC-10002473
4062,9/20/2015,First Class,CS-11845,OFF-BI-10001628
4063,3/14/2016,Standard Class,BD-11770,TEC-AC-10002800
4064,6/26/2014,First Class,DL-13330,OFF-AR-10002766
4065,6/26/2014,First Class,DL-13330,OFF-SU-10002522
4066,11/5/2014,Standard Class,KH-16630,OFF-FA-10003021
4067,11/5/2014,Standard Class,KH-16630,OFF-AR-10000634
4068,11/5/2014,Standard Class,KH-16630,OFF-LA-10001771
4069,11/5/2014,Standard Class,KH-16630,TEC-PH-10004434
4070,8/31/2016,First Class,TP-21415,OFF-BI-10000050
4071,8/31/2016,First Class,TP-21415,OFF-BI-10002414
4072,8/31/2016,First Class,TP-21415,FUR-BO-10003159
4073,12/8/2015,Second Class,NP-18685,TEC-CO-10002095
4074,9/27/2015,First Class,SC-20680,TEC-PH-10004120
4075,11/20/2017,Standard Class,DK-12895,FUR-FU-10003553
4076,11/20/2017,Standard Class,DK-12895,FUR-FU-10001488
4077,12/21/2015,Second Class,SM-20950,OFF-BI-10003094
4078,12/21/2015,Second Class,SM-20950,OFF-FA-10003472
4079,12/21/2015,Second Class,SM-20950,OFF-PA-10001289
4080,12/24/2015,First Class,LS-17245,TEC-PH-10002293
4081,9/29/2016,Standard Class,KE-16420,OFF-PA-10000380
4082,9/29/2016,Standard Class,KE-16420,OFF-BI-10004828
4083,6/30/2017,Standard Class,MC-17635,OFF-BI-10004632
4084,6/30/2017,Standard Class,MC-17635,OFF-PA-10000327
4085,9/9/2017,First Class,Dp-13240,OFF-BI-10003291
4086,8/6/2016,Second Class,LC-16930,TEC-PH-10002275
4087,8/6/2016,Second Class,LC-16930,OFF-BI-10003291
4088,8/6/2016,Second Class,LC-16930,OFF-BI-10000343
4089,8/26/2014,Standard Class,LH-16900,FUR-BO-10000711
4090,4/5/2016,Standard Class,TB-21175,OFF-LA-10001297
4091,4/5/2016,Standard Class,TB-21175,OFF-SU-10001574
4092,4/5/2016,Standard Class,TB-21175,OFF-BI-10003305
4093,5/18/2017,First Class,JM-15865,OFF-ST-10002574
4094,8/28/2015,Standard Class,KW-16435,TEC-MA-10000864
4095,8/28/2015,Standard Class,KW-16435,TEC-AC-10003289
4096,8/28/2015,Standard Class,KW-16435,TEC-PH-10001619
4097,9/28/2014,Standard Class,SC-20095,OFF-PA-10004888
4098,9/28/2014,Standard Class,SC-20095,OFF-ST-10000736
4099,9/28/2014,Standard Class,SC-20095,OFF-BI-10001120
4100,9/28/2014,Standard Class,SC-20095,OFF-BI-10000301
4101,6/23/2017,Standard Class,ZC-21910,OFF-AP-10004655
4102,6/23/2017,Standard Class,ZC-21910,OFF-AP-10002906
4103,6/23/2017,Standard Class,ZC-21910,OFF-PA-10000740
4104,12/21/2017,Same Day,RB-19465,FUR-FU-10001940
4105,8/13/2017,Standard Class,JK-15370,TEC-PH-10000439
4106,8/13/2017,Standard Class,JK-15370,OFF-BI-10000404
4107,8/26/2016,Standard Class,DD-13570,OFF-BI-10003676
4108,9/7/2015,Same Day,MC-17275,OFF-ST-10002486
4109,9/7/2015,Same Day,MC-17275,FUR-TA-10003837
4110,1/1/2016,Standard Class,DL-13495,TEC-PH-10002923
4111,1/1/2016,Standard Class,DL-13495,FUR-BO-10004360
4112,1/1/2016,Standard Class,DL-13495,OFF-PA-10002160
4113,1/1/2016,Standard Class,DL-13495,OFF-AR-10002375
4114,5/7/2015,Standard Class,NC-18625,OFF-LA-10000443
4115,5/7/2015,Standard Class,NC-18625,TEC-PH-10001750
4116,11/27/2016,First Class,AC-10450,OFF-BI-10004632
4117,11/29/2015,Standard Class,TS-21340,OFF-BI-10002813
4118,11/29/2015,Standard Class,TS-21340,OFF-PA-10002005
4119,11/29/2015,Standard Class,TS-21340,OFF-ST-10000060
4120,11/29/2015,Standard Class,TS-21340,OFF-BI-10002706
4121,9/10/2017,Standard Class,MM-17920,TEC-AC-10000199
4122,5/12/2017,Same Day,LP-17080,OFF-PA-10002870
4123,5/12/2017,Same Day,LP-17080,OFF-LA-10004545
4124,5/12/2017,Same Day,LP-17080,OFF-BI-10000962
4125,5/18/2014,Standard Class,BG-11695,OFF-AP-10004249
4126,7/31/2017,Second Class,MG-18145,FUR-FU-10001602
4127,5/9/2017,First Class,GZ-14470,OFF-AR-10003179
4128,9/24/2014,Standard Class,JL-15835,OFF-ST-10003722
4129,9/24/2014,Standard Class,JL-15835,TEC-MA-10001127
4130,4/4/2015,Standard Class,DO-13435,OFF-AP-10001947
4131,11/25/2014,Standard Class,AB-10600,OFF-BI-10001107
4132,7/9/2015,Standard Class,KB-16315,OFF-PA-10000349
4133,7/9/2015,Standard Class,KB-16315,OFF-PA-10003349
4134,9/13/2014,Standard Class,TT-21070,OFF-FA-10002280
4135,9/13/2014,Standard Class,TT-21070,TEC-MA-10000029
4136,10/8/2017,Standard Class,PV-18985,OFF-BI-10002854
4137,10/8/2017,Standard Class,PV-18985,OFF-ST-10003716
4138,11/23/2017,Standard Class,DD-13570,OFF-FA-10000624
4139,1/1/2017,First Class,KD-16495,OFF-BI-10004654
4140,12/4/2017,First Class,RA-19285,OFF-ST-10001228
4141,12/4/2017,First Class,RA-19285,FUR-FU-10003798
4142,6/17/2016,Standard Class,SS-20590,OFF-LA-10003148
4143,5/23/2014,Standard Class,JH-15820,OFF-BI-10001249
4144,2/6/2017,Standard Class,EH-14125,OFF-AR-10003759
4145,2/6/2017,Standard Class,EH-14125,OFF-AR-10001227
4146,2/6/2017,Standard Class,EH-14125,FUR-CH-10000863
4147,12/4/2015,Standard Class,TP-21415,FUR-FU-10004017
4148,10/28/2017,Standard Class,RB-19330,OFF-BI-10000962
4149,10/28/2017,Standard Class,RB-19330,OFF-ST-10004507
4150,10/28/2017,Standard Class,RB-19330,TEC-AC-10002942
4151,10/28/2017,Standard Class,RB-19330,OFF-ST-10002344
4152,9/11/2017,Standard Class,CB-12025,OFF-LA-10002475
4153,9/11/2017,Standard Class,CB-12025,OFF-PA-10003072
4154,9/11/2017,Standard Class,CB-12025,OFF-EN-10001509
4155,1/3/2017,Standard Class,MP-17965,OFF-BI-10004781
4156,1/3/2017,Standard Class,MP-17965,OFF-BI-10000145
4157,12/9/2015,Second Class,SW-20245,TEC-AC-10003280
4158,12/9/2015,Second Class,SW-20245,OFF-BI-10001107
4159,11/8/2014,Standard Class,SM-20950,OFF-PA-10000533
4160,4/23/2016,Standard Class,AP-10915,OFF-AR-10003056
4161,5/18/2017,Standard Class,AH-10465,TEC-PH-10002834
4162,5/18/2017,Standard Class,AH-10465,OFF-ST-10002214
4163,3/18/2015,Standard Class,EP-13915,OFF-LA-10004484
4164,3/18/2015,Standard Class,EP-13915,OFF-BI-10003091
4165,1/16/2017,First Class,TP-21565,TEC-AC-10003027
4166,1/16/2017,First Class,TP-21565,OFF-ST-10003638
4167,3/13/2015,Standard Class,AR-10825,OFF-PA-10003848
4168,10/13/2014,First Class,HA-14920,OFF-ST-10002352
4169,10/13/2014,First Class,HA-14920,FUR-CH-10000229
4170,4/14/2015,First Class,HJ-14875,OFF-PA-10000788
4171,4/14/2015,First Class,HJ-14875,OFF-PA-10002968
4172,11/20/2017,Standard Class,JK-15370,OFF-ST-10002486
4173,7/1/2016,Same Day,JF-15355,OFF-BI-10002215
4174,7/1/2016,Same Day,JF-15355,OFF-PA-10000788
4175,7/1/2016,Same Day,JF-15355,OFF-BI-10003364
4176,11/30/2015,First Class,EK-13795,OFF-AR-10003582
4177,4/12/2014,Standard Class,RS-19765,TEC-PH-10003273
4178,4/12/2014,Standard Class,RS-19765,OFF-PA-10000100
4179,6/18/2016,Second Class,BD-11320,OFF-PA-10001776
4180,3/10/2017,Standard Class,BF-11170,OFF-BI-10004182
4181,10/11/2017,Standard Class,JK-15730,OFF-BI-10000756
4182,10/12/2017,Standard Class,CR-12820,TEC-AC-10001539
4183,10/12/2017,Standard Class,CR-12820,OFF-PA-10002377
4184,10/12/2017,Standard Class,CR-12820,OFF-ST-10000991
4185,12/7/2016,First Class,AG-10300,FUR-BO-10002853
4186,10/22/2016,First Class,CM-12160,TEC-AC-10004510
4187,5/23/2017,Standard Class,SG-20890,OFF-BI-10003712
4188,5/23/2017,Standard Class,SG-20890,OFF-BI-10002571
4189,5/23/2017,Standard Class,SG-20890,OFF-ST-10004835
4190,10/1/2016,Second Class,CS-12175,OFF-PA-10004022
4191,11/22/2017,Standard Class,HL-15040,TEC-CO-10004722
4192,7/8/2015,Same Day,DM-13015,OFF-PA-10004248
4193,11/20/2015,Standard Class,HK-14890,FUR-TA-10000577
4194,11/20/2015,Standard Class,HK-14890,TEC-PH-10001254
4195,6/22/2015,Standard Class,BG-11740,OFF-AR-10001044
4196,4/14/2016,Standard Class,CK-12595,FUR-FU-10002597
4197,4/23/2015,Second Class,RF-19735,OFF-LA-10004093
4198,12/8/2016,Standard Class,CJ-12010,OFF-AP-10000179
4199,12/8/2016,Standard Class,CJ-12010,OFF-BI-10001072
4200,12/10/2015,Same Day,MA-17560,OFF-LA-10004093
4201,12/10/2015,Same Day,MA-17560,TEC-CO-10002095
4202,12/10/2015,Same Day,MA-17560,OFF-PA-10002713
4203,12/10/2015,Same Day,MA-17560,OFF-PA-10002254
4204,11/2/2014,Second Class,AM-10705,OFF-AR-10001683
4205,11/2/2014,Second Class,AM-10705,OFF-PA-10002195
4206,11/2/2014,Second Class,AM-10705,FUR-FU-10002364
4207,11/2/2014,Second Class,AM-10705,OFF-BI-10004001
4208,11/2/2014,Second Class,AM-10705,FUR-FU-10000023
4209,11/2/2014,Second Class,AM-10705,FUR-CH-10002320
4210,11/2/2014,Second Class,AM-10705,FUR-TA-10003238
4211,12/14/2017,Standard Class,AH-10585,OFF-PA-10004965
4212,5/9/2014,Second Class,PF-19120,OFF-PA-10003016
4213,5/9/2014,Second Class,PF-19120,OFF-AR-10003651
4214,5/9/2014,Second Class,PF-19120,OFF-PA-10001363
4215,3/8/2016,Standard Class,RD-19480,OFF-BI-10003876
4216,12/4/2014,Standard Class,JL-15505,OFF-EN-10004007
4217,2/22/2015,Standard Class,AB-10600,OFF-LA-10002271
4218,4/3/2017,First Class,NC-18535,FUR-BO-10003894
4219,4/3/2017,First Class,NC-18535,TEC-MA-10000418
4220,6/13/2017,Second Class,TB-21400,OFF-PA-10004243
4221,6/13/2017,Second Class,TB-21400,OFF-BI-10001759
4222,6/13/2017,Second Class,TB-21400,TEC-MA-10001570
4223,6/13/2017,Second Class,TB-21400,OFF-ST-10004804
4224,6/13/2017,Second Class,TB-21400,FUR-BO-10001519
4225,10/3/2016,First Class,SJ-20215,OFF-BI-10000343
4226,12/17/2014,Standard Class,EB-13840,FUR-FU-10003930
4227,11/16/2017,Standard Class,WB-21850,OFF-FA-10004854
4228,1/10/2015,Standard Class,SR-20740,FUR-CH-10003396
4229,3/26/2016,First Class,VG-21805,OFF-PA-10001994
4230,7/10/2017,Standard Class,LS-16945,FUR-FU-10003601
4231,7/10/2017,Standard Class,LS-16945,OFF-BI-10003429
4232,7/10/2017,Standard Class,LS-16945,OFF-PA-10000232
4233,7/10/2017,Standard Class,LS-16945,OFF-PA-10002195
4234,7/10/2017,Standard Class,LS-16945,OFF-BI-10004492
4235,9/24/2014,First Class,MA-17560,OFF-PA-10004000
4236,9/24/2014,First Class,MA-17560,OFF-LA-10004425
4237,7/27/2016,Standard Class,NF-18475,OFF-BI-10000948
4238,9/3/2017,Second Class,MD-17860,OFF-AR-10001972
4239,3/28/2017,First Class,MZ-17335,OFF-AR-10004587
4240,1/4/2018,Standard Class,KB-16600,OFF-PA-10000994
4241,9/26/2014,Standard Class,MA-17995,OFF-AP-10001366
4242,9/26/2014,Standard Class,MA-17995,OFF-BI-10001636
4243,4/5/2016,First Class,ME-17320,TEC-PH-10001448
4244,4/5/2016,First Class,ME-17320,OFF-PA-10001776
4245,3/30/2014,Standard Class,JD-15895,TEC-AC-10002323
4246,12/4/2017,Standard Class,LS-16975,OFF-AR-10004582
4247,12/4/2017,Standard Class,LS-16975,FUR-FU-10000576
4248,12/4/2017,Standard Class,LS-16975,FUR-FU-10004270
4249,12/5/2016,Second Class,SJ-20500,OFF-BI-10004236
4250,12/5/2016,Second Class,SJ-20500,FUR-CH-10004997
4251,9/19/2014,Same Day,BS-11365,FUR-CH-10000988
4252,10/23/2015,Same Day,RA-19285,TEC-PH-10004897
4253,10/23/2015,Same Day,RA-19285,OFF-AR-10002656
4254,10/23/2015,Same Day,RA-19285,TEC-PH-10004924
4255,10/16/2017,First Class,TS-21610,OFF-PA-10003127
4256,10/16/2017,First Class,TS-21610,OFF-BI-10000778
4257,10/16/2017,First Class,TS-21610,FUR-FU-10001424
4258,9/9/2015,Standard Class,KB-16585,OFF-BI-10000962
4259,3/16/2016,First Class,MM-18280,FUR-CH-10002880
4260,11/2/2017,Second Class,LO-17170,OFF-EN-10004386
4261,10/19/2017,Second Class,RS-19420,OFF-LA-10001045
4262,8/11/2017,Standard Class,CC-12475,TEC-AC-10002006
4263,9/25/2017,Standard Class,KT-16480,OFF-AP-10001242
4264,11/8/2017,Standard Class,DM-13015,OFF-BI-10000216
4265,11/9/2016,Standard Class,EP-13915,FUR-TA-10002774
4266,11/9/2016,Standard Class,EP-13915,OFF-BI-10004364
4267,11/9/2016,Standard Class,EP-13915,FUR-BO-10000780
4268,11/9/2016,Standard Class,EP-13915,OFF-BI-10001989
4269,11/9/2016,Standard Class,EP-13915,TEC-AC-10004001
4270,6/29/2017,Second Class,AM-10705,FUR-TA-10000688
4271,11/30/2015,Standard Class,SH-20635,FUR-FU-10003930
4272,11/27/2016,Second Class,LA-16780,FUR-FU-10000965
4273,7/21/2017,Same Day,SF-20200,TEC-PH-10004071
4274,7/21/2017,Same Day,SF-20200,OFF-AR-10001044
4275,10/28/2015,Standard Class,AG-10495,OFF-BI-10004140
4276,7/13/2015,Standard Class,KN-16450,OFF-AP-10002684
4277,8/22/2017,Standard Class,NF-18595,OFF-ST-10000046
4278,4/20/2016,Standard Class,BS-11365,TEC-MA-10001047
4279,4/20/2016,Standard Class,BS-11365,FUR-FU-10000550
4280,4/20/2016,Standard Class,BS-11365,OFF-BI-10002432
4281,11/18/2014,Standard Class,RM-19675,OFF-PA-10004470
4282,11/18/2014,Standard Class,RM-19675,FUR-CH-10001797
4283,12/23/2014,First Class,AB-10105,OFF-LA-10003720
4284,12/23/2014,First Class,AB-10105,OFF-BI-10004600
4285,11/26/2015,Second Class,CA-11965,FUR-BO-10003965
4286,11/26/2015,Second Class,CA-11965,OFF-LA-10000240
4287,11/26/2015,Second Class,CA-11965,TEC-CO-10001571
4288,1/3/2018,Standard Class,EH-14005,OFF-ST-10000736
4289,5/21/2015,Standard Class,ON-18715,OFF-BI-10002082
4290,5/21/2015,Standard Class,ON-18715,OFF-PA-10002250
4291,12/13/2017,Second Class,AT-10435,OFF-AR-10000122
4292,12/13/2017,Second Class,AT-10435,FUR-TA-10003748
4293,12/13/2017,Second Class,AT-10435,OFF-AP-10001394
4294,3/16/2017,Standard Class,EB-13870,TEC-PH-10004896
4295,10/27/2017,Standard Class,DW-13195,FUR-TA-10002607
4296,7/10/2017,Standard Class,MB-17305,FUR-FU-10001215
4297,9/10/2017,Standard Class,TH-21235,OFF-ST-10000419
4298,8/26/2017,Second Class,PO-18850,TEC-PH-10001459
4299,8/26/2017,Second Class,PO-18850,OFF-PA-10000241
4300,8/26/2017,Second Class,PO-18850,OFF-AP-10003040
4301,8/26/2017,Second Class,PO-18850,FUR-FU-10001852
4302,8/26/2017,Second Class,PO-18850,OFF-PA-10000141
4303,8/25/2014,Second Class,DE-13255,OFF-AR-10002804
4304,10/4/2016,Same Day,MO-17500,OFF-EN-10003862
4305,10/30/2014,Second Class,AH-10585,FUR-FU-10000448
4306,10/30/2014,Second Class,AH-10585,TEC-PH-10000526
4307,6/28/2016,Same Day,CS-12250,OFF-BI-10002764
4308,6/28/2016,Same Day,CS-12250,OFF-BI-10001524
4309,11/11/2014,Standard Class,WB-21850,TEC-PH-10001079
4310,11/11/2014,Standard Class,WB-21850,FUR-TA-10002041
4311,11/11/2014,Standard Class,WB-21850,OFF-BI-10001036
4312,11/11/2014,Standard Class,WB-21850,OFF-PA-10000223
4313,11/11/2014,Standard Class,WB-21850,TEC-MA-10003246
4314,9/12/2014,Standard Class,SP-20620,OFF-AP-10001962
4315,7/1/2015,Standard Class,AB-10165,OFF-AR-10004062
4316,7/1/2015,Standard Class,AB-10165,OFF-BI-10004330
4317,7/1/2015,Standard Class,AB-10165,OFF-ST-10001963
4318,8/2/2015,Standard Class,HA-14920,OFF-EN-10002230
4319,12/11/2017,Standard Class,DC-13285,FUR-FU-10000175
4320,1/3/2015,Second Class,ST-20530,TEC-PH-10004897
4321,1/3/2015,Second Class,ST-20530,OFF-ST-10003123
4322,2/19/2015,Standard Class,KB-16315,OFF-BI-10001658
4323,2/19/2015,Standard Class,KB-16315,TEC-PH-10002834
4324,2/19/2015,Standard Class,KB-16315,OFF-BI-10002160
4325,2/19/2015,Standard Class,KB-16315,OFF-AR-10004999
4326,2/19/2015,Standard Class,KB-16315,TEC-AC-10003280
4327,1/27/2016,First Class,TB-21355,OFF-AR-10000315
4328,1/27/2016,First Class,TB-21355,OFF-PA-10000007
4329,4/7/2017,Standard Class,JC-15775,OFF-PA-10000791
4330,10/9/2017,Standard Class,PO-18850,OFF-PA-10000556
4331,10/9/2017,Standard Class,PO-18850,OFF-AP-10000804
4332,9/6/2017,Standard Class,SS-20875,TEC-AC-10001998
4333,9/6/2017,Standard Class,SS-20875,OFF-BI-10003476
4334,12/27/2015,Standard Class,RD-19720,TEC-AC-10003237
4335,12/27/2015,Standard Class,RD-19720,OFF-EN-10003798
4336,12/24/2015,Standard Class,GZ-14470,OFF-EN-10003068
4337,12/24/2015,Standard Class,GZ-14470,FUR-FU-10002088
4338,12/1/2015,Standard Class,SN-20710,TEC-AC-10000158
4339,12/1/2015,Standard Class,SN-20710,OFF-PA-10000482
4340,9/1/2017,Standard Class,DK-12895,OFF-PA-10004888
4341,3/22/2014,Same Day,VM-21835,OFF-AR-10003478
4342,12/21/2017,Standard Class,GB-14575,OFF-ST-10003208
4343,3/22/2017,First Class,ND-18370,OFF-BI-10004970
4344,3/22/2017,First Class,ND-18370,TEC-PH-10000038
4345,3/22/2017,First Class,ND-18370,TEC-AC-10001552
4346,3/22/2017,First Class,ND-18370,TEC-AC-10002926
4347,9/25/2016,Standard Class,MM-17260,FUR-CH-10001394
4348,9/25/2016,Standard Class,MM-17260,FUR-FU-10004053
4349,11/29/2017,Second Class,MV-17485,OFF-BI-10004230
4350,11/29/2017,Second Class,MV-17485,OFF-ST-10000060
4351,4/15/2017,Standard Class,JL-15130,OFF-ST-10001325
4352,4/15/2017,Standard Class,JL-15130,TEC-AC-10003441
4353,12/12/2017,Second Class,AG-10330,TEC-PH-10003215
4354,12/12/2017,Second Class,AG-10330,OFF-PA-10002005
4355,11/26/2017,Second Class,MD-17860,OFF-BI-10004465
4356,12/7/2015,Second Class,RO-19780,OFF-BI-10000545
4357,12/7/2015,Second Class,RO-19780,OFF-AR-10003752
4358,12/11/2017,Same Day,RR-19315,OFF-PA-10001937
4359,12/11/2017,Same Day,RR-19315,FUR-FU-10004306
4360,12/11/2017,Same Day,RR-19315,FUR-CH-10003973
4361,5/23/2016,First Class,CP-12340,OFF-PA-10000565
4362,2/21/2017,Second Class,LL-16840,TEC-PH-10003875
4363,5/22/2017,Second Class,NC-18340,OFF-AR-10001953
4364,5/22/2017,Second Class,NC-18340,OFF-AR-10001374
4365,5/22/2017,Second Class,NC-18340,OFF-ST-10003816
4366,5/22/2017,Second Class,NC-18340,OFF-FA-10001843
4367,5/22/2017,Second Class,NC-18340,OFF-AR-10000657
4368,9/13/2017,Second Class,HA-14920,OFF-FA-10000936
4369,9/13/2017,Second Class,HA-14920,OFF-PA-10003657
4370,11/10/2016,Standard Class,MA-17995,OFF-BI-10001989
4371,11/10/2016,Standard Class,MA-17995,OFF-AR-10002987
4372,11/10/2016,Standard Class,MA-17995,OFF-LA-10000414
4373,7/25/2017,Second Class,LH-16900,OFF-AR-10003602
4374,7/25/2017,Second Class,LH-16900,TEC-AC-10002550
4375,11/24/2016,Standard Class,SB-20290,OFF-AP-10002998
4376,4/30/2014,Standard Class,BT-11305,FUR-FU-10003708
4377,4/30/2014,Standard Class,BT-11305,OFF-AP-10001391
4378,4/30/2014,Standard Class,BT-11305,FUR-CH-10003973
4379,12/2/2015,Second Class,PS-18970,OFF-EN-10000461
4380,12/2/2015,Second Class,PS-18970,OFF-EN-10002831
4381,10/30/2015,Standard Class,TB-21625,OFF-AR-10004648
4382,10/30/2015,Standard Class,TB-21625,FUR-TA-10001857
4383,7/27/2015,Standard Class,RA-19915,OFF-BI-10000546
4384,7/27/2015,Standard Class,RA-19915,FUR-BO-10004690
4385,7/27/2015,Standard Class,RA-19915,TEC-PH-10001557
4386,7/27/2015,Standard Class,RA-19915,FUR-BO-10002545
4387,11/2/2016,Standard Class,BP-11095,OFF-AP-10001366
4388,11/2/2016,Standard Class,BP-11095,OFF-BI-10001628
4389,11/22/2017,First Class,CD-11920,OFF-PA-10003651
4390,11/22/2017,First Class,CD-11920,FUR-BO-10003159
4391,11/22/2017,First Class,CD-11920,TEC-PH-10001459
4392,11/22/2017,First Class,CD-11920,OFF-AR-10004602
4393,9/12/2016,Standard Class,KB-16585,OFF-AR-10001953
4394,9/12/2016,Standard Class,KB-16585,TEC-PH-10000923
4395,7/20/2014,Same Day,SW-20245,OFF-ST-10002583
4396,7/20/2014,Same Day,SW-20245,OFF-BI-10000977
4397,11/19/2016,Standard Class,AH-10690,TEC-PH-10002549
4398,7/11/2014,Standard Class,JL-15835,FUR-CH-10002880
4399,7/11/2014,Standard Class,JL-15835,FUR-FU-10003039
4400,3/17/2016,Same Day,GZ-14470,OFF-EN-10003055
4401,3/17/2016,Same Day,GZ-14470,OFF-AP-10002945
4402,3/17/2016,Same Day,GZ-14470,FUR-FU-10004306
4403,12/27/2016,First Class,RC-19825,OFF-AR-10002445
